variable,label
RXDRSD3,ICD-10-CM code 3 description
RXDCOUNT,Number of prescription medicines taken
RXQ510,Dr told to take daily low-dose aspirin?
RXQ515,"Followed advice, took low-dose aspirin?"
RXQ520,Taking low-dose aspirin on your own?
RXQ525G,Schedule/frequency of aspirin use
RXQ525Q,Another ASA schedule: number of doses
RXQ525U,Another ASA schedule: frequency of doses
RXD530,Aspirin dose in milligrams (mg)
RHQ010,Age when first menstrual period occurred
RHQ020,Age range at first menstrual period
RHQ031,Had regular periods in past 12 months
RHD043,Reason not having regular periods
RHQ060,Age at last menstrual period
RHQ070,Age range at last menstrual period
RHQ074,Tried for a year to become pregnant?
RHQ076,Seen a DR b/c unable to become pregnant?
RHQ078,Ever treated for a pelvic infection/PID?
RHQ131,Ever been pregnant?
RHD143,Are you pregnant now?
RHQ160,How many times have been pregnant?
RHQ162,"During pregnancy, told you have diabetes"
RHQ163,Age told you had diabetes while pregnant
RHQ166,How many vaginal deliveries?
RHQ169,How many cesarean deliveries?
RHQ172,Any babies weigh 9 lbs or more?
RHD173,Age when delivered baby 9 lbs or more?
RHQ171,How many deliveries live birth result?
RHD180,Age at first live birth
RHD190,Age at last live birth
RHQ197,How many months ago have baby?
RHQ200,Now breastfeeding a child?
RHD280,Had a hysterectomy?
RHQ291,Age when had hysterectomy
RHQ305,Had both ovaries removed?
RHQ332,Age when both ovaries removed
RHQ420,Ever taken birth control pills?
RHQ540,Ever use female hormones?
RHQ542A,Hormone pills used
RHQ542B,Hormone patches used
RHQ542C,Hormone cream/suppository/injection used
RHQ542D,Other form of female hormone used
RHQ554,Use hormone pills w/estrogen only
RHQ560Q,How long taking estrogen-only pills?
RHQ560U,"Unit of measure: months, years"
RHQ570,Used estrogen/progestin combo pills
RHQ576Q,How long taking estrogen/progestin?
RHQ576U,"Unit of measure: months, years"
RHQ580,Used estrogen-only patches?
RHQ586Q,How long using estrogen only patches?
RHQ586U,"Unit of measure: months, years"
RHQ596,Used estrogen/progestin combo patches?
RHQ602Q,How long use estrogen/progestin patch
RHQ602U,"Unit of measure: months, years"
SXD021,"Ever had vaginal, anal, or oral sex"
SXQ800,Ever had vaginal sex with a woman
SXQ803,Ever performed oral sex on a woman
SXQ806,Ever had anal sex with a woman
SXQ809,"Ever had any sex with a man: anal, oral"
SXQ700,Ever had vaginal sex with a man
SXQ703,Ever performed oral sex on a man
SXQ706,Ever had anal sex with a man
SXQ709,Ever had any kind of sex with a woman
SXD031,How old when first had sex
SXD171,# female sex partners/lifetime
SXD510,# female sex partners/year
SXQ824,# female vaginal sex partners/lifetime
SXQ827,# female vaginal sex partners/year
SXD633,Age first performed oral sex on a woman
SXQ636,# female performed oral sex/lifetime
SXQ639,# female performed oral sex/year
SXD642,Performed oral sex new female (days)
SXQ410,# men anal/oral sex partners/lifetime
SXQ550,# men anal/oral sex partners/year
SXQ836,# men anal sex partners/lifetime
SXQ841,# men anal sex partners/year
SXQ853,Ever performed oral sex on a man
SXD621,How old when first had oral sex
SXQ624,# male oral sex partners/lifetime
SXQ627,# male oral sex partners/year
SXD630,Last performed oral sex new male (days)
SXQ645,Use protection when performing oral sex
SXQ648,Had sex with new partner/year
SXQ610,# times had vaginal or anal sex/year
SXQ251,# times had sex without condom/year
SXQ590,# sex partners five years older/year
SXQ600,# sex partners five years younger/year
SXD101,# male sex partners/lifetime
SXD450,# male sex partners/year
SXQ724,# male vaginal sex partners/lifetime
SXQ727,# male vaginal sex partners/year
SXQ130,# female sex partners/lifetime
SXQ490,# female sex partners/year
SXQ741,Ever performed oral sex on a woman
SXQ753,"Ever told by doctor, you had HPV"
SXQ260,Doctor ever told you had genital herpes
SXQ265,Doctor ever told you had genital warts
SXQ267,Age when told you had genital warts
SXQ270,Doctor ever told you had gonorrhea
SXQ272,Doctor ever told you had chlamydia
SXQ280,Are you circumcised or uncircumcised
SXQ292,Describe sexual orientation (male)
SXQ294,Describe sexual orientation (female)
SLD010H,How much sleep do you get (hours)?
SLQ050,Ever told doctor had trouble sleeping?
SLQ060,Ever told by doctor have sleep disorder?
SMQ020,Smoked at least 100 cigarettes in life
SMD030,Age started smoking cigarettes regularly
SMQ040,Do you now smoke cigarettes
SMQ050Q,How long since quit smoking cigarettes
SMQ050U,Unit of measure (day/week/month/year)
SMD055,Age last smoked cigarettes regularly
SMD057,# cigarettes smoked per day when quit
SMQ078,How soon after waking do you smoke
SMD641,# days smoked cigs during past 30 days
SMD650,Avg # cigarettes/day during past 30 days
SMD093,May I please see the pack of cigarettes
SMDUPCA,Cig 12-digit Universal Product Code-UPC
SMD100BR,Cigarette Brand/sub-brand
SMD100FL,Cigarette Filter type
SMD100MN,Cigarette Menthol indicator
SMD100LN,Cigarette Length
SMD100TR,FTC Tar Content
SMD100NI,FTC Nicotine Content
SMD100CO,FTC Carbon Monoxide Content
SMQ621,Cigarettes smoked in entire life
SMD630,Age first smoked whole cigarette
SMQ661,Brand of cigarettes smoked past 30 days
SMQ665A,Marlboro variety
SMQ665B,Camel variety
SMQ665C,Newport variety
SMQ665D,Other brand
SMQ670,Tried to quit smoking
SMQ848,# times stopped smoking cigarettes
SMQ852Q,How long were you able to stop smoking
SMQ852U,Unit of measure (day/week/month/year)
SMAQUEX2,Questionnaire Mode Flag
SMD460,# of people who live here smoke tobacco?
SMD470,# of people who smoke inside this home?
SMD480,In past week # days person smoked inside
SMQ681,Smoked tobacco last 5 days?
SMQ690A,Used last 5 days - Cigarettes
SMQ710,# days smoked cigarettes last 5 days
SMQ720,# cigarettes smoked per day
SMQ725,When did resp. smoke last cigarette?
SMQ690B,Used last 5 days - Pipes
SMQ740,# days smoked pipe over last 5 days
SMQ690C,Used last 5 days - Cigars
SMQ770,# days smoked cigars over last 5 days
SMQ690G,"Used last 5 days - Hookah, water pipes"
SMQ845,# days smoked water pipe last 5 days
SMQ690H,Used last 5 days - E-cigarettes
SMQ849,# days smoked e-cigarette last 5 days
SMQ851,Used smokeless tobacco last 5 days?
SMQ690D,Used last 5 days - Chewing tobacco
SMQ800,# days used chewing tobacco last 5 day
SMQ690E,Used last 5 days - Snuff
SMQ817,# days used snuff over last 5 days
SMQ690I,Used last 5 days - Snus
SMQ857,# days used snus over last 5 days
SMQ690J,Used last 5 days - Dissolvables
SMQ861,# days used dissolvable over last 5 days
SMQ863,Used nicotine replacement last 5 days?
SMQ690F,"Used last 5 days - Patch, gum, other"
SMQ830,# days used nicotine quit smoking aids?
SMQ840,When last used nicotine quit smoking aid
SMDANY,Used any tobacco product last 5 days?
SMAQUEX,Questionnaire Mode Flag
SMQ856,Last 7-d worked at job not at home?
SMQ858,Last 7-d at job someone smoked indoors?
SMQ860,Last 7-d spent time in a restaurant?
SMQ862,Last 7-d at rest someone smoked indoors?
SMQ866,Last 7-d spent time in a bar?
SMQ868,Last 7-d in bar someone smoked indoors?
SMQ870,Last 7-d rode in a car?
SMQ872,Last 7-d someone smoked in car?
SMQ874,Last 7-d spent time in another home?
SMQ876,Last 7-d in home someone smoked indoors?
SMQ878,Last 7-d in other indoor area?
SMQ880,Last 7-d in other indoor someone smoked?
CSQ010,Had problem with smell past 12 months?
CSQ020,Had change ability to smell since age 25
CSQ030,"Smells bother you, but not others"
CSQ040,Had phantom odor?
CSQ060,When noticed change in ability to smell
CSQ070,Frequency of problem w/ ability to smell
CSQ080,Had problem with taste past 12 months?
CSQ090A,Ability to Taste Salt
CSQ090B,Ability to Taste Sourness
CSQ090C,Ability to Taste Sweetness
CSQ090D,Ability to Taste Bitterness
CSQ100,Change in ability to taste food flavors?
CSQ110,Persistent taste in mouth past 12 months
CSQ120A,"Taste in mouth, Sweet"
CSQ120B,"Taste in mouth, Sour"
CSQ120C,"Taste in mouth, Salty"
CSQ120D,"Taste in mouth, Bitter"
CSQ120E,"Taste in mouth, Metallic"
CSQ120F,"Taste in mouth, Burning or Tingling"
CSQ120G,"Taste in mouth, Bad or Foul"
CSQ120H,"Taste in mouth, Something else"
CSQ140,When noticed change in ability to taste
CSQ160,Discussed T/S problem with Dr.?
CSQ170,When T/S problem last discussed with Dr.
CSQ180,Treatment for T/S problem last 12 months
CSQ190,T/S problem interferes with daily life?
CSQ200,Persistent cold/flu last 12 months?
CSQ202,Had persistent dry mouth in past 12 mth
CSQ204,Frequent nasal congestion in past 12 mth
CSQ210,Ever had Wisdom Teeth Removed
CSQ220,Ever had Tonsils Removed
CSQ240,Head Injury/Loss of consciousness
CSQ250,Broke Nose/Serious Injury to Face/Skull
CSQ260,Ever had two or more sinus infections
AUQ136,Ever had 3 or more ear infections?
AUQ138,Ever had a tube placed in your ear?
VTQ251A,"Spend time in pool, hot tub, steam room?"
VTQ251B,"How long ago since at pool, hot tub?"
VTQ261A,In last 48 hrs use dry cleaning solvent?
VTQ261B,Long since use dry cleaning solvents?
WHD010,Current self-reported height (inches)
WHD020,Current self-reported weight (pounds)
WHQ030,How do you consider your weight
WHQ040,"Like to weigh more, less or same"
WHD050,Self-reported weight - 1 yr ago (pounds)
WHQ060,Weight change intentional
WHQ070,Tried to lose weight in past year
WHD080A,Ate less to lose weight
WHD080B,Switched to foods with lower calories
WHD080C,Ate less fat to lose weight
WHD080D,Exercised to lose weight
WHD080E,Skipped meals
WHD080F,Ate diet foods or products
WHD080G,Used a liquid diet formula
WHD080H,Joined a weight loss program
WHD080I,Took prescription diet pills
WHD080J,Took non-RX suppl. to lose weight
WHD080K,Took laxatives or vomited
WHD080M,Drank a lot of water
WHD080N,Followed a special diet
WHD080O,Ate fewer carbohydrates
WHD080P,Started to smoke or began to smoke again
WHD080Q,"Ate more fruits, vegetables, salads"
WHD080R,Changed eating habits
WHD080S,"Ate less sugar, candy, sweets"
WHD080T,Ate less junk food or fast food
WHD080u,Had weight loss to lose weight
WHD080L,Other
WHD110,Self-reported weight-10 yrs ago (pounds)
WHD120,Self-reported weight-age 25 (pounds)
WHD130,Self-reported height - age 25 (inches)
WHD140,Self-reported greatest weight (pounds)
WHQ150,Age when heaviest weight
WHQ030M,How do you consider your weight
WHQ500,Trying to do about weight
WHQ520,How often tried to lose weight
